Year,MajorArea,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,China Hong Kong SAR,China Macao SAR,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,North Korea,Rep. Dem. of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,South Korea,Republic of Moldova,Reunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1995,ASIA,46422010,719642,1930347,3453717,2603,27454,0,0,781,0,0,32608,241729,12,38334,17485,674166,0,20243,5178700,0,162796,11397,0,3,0,117302,149,7221,3,225615,43,26791,480285,0,2,16,165281,20,40735,0,0,6,11458,0,2954,3005813,49007,81548,1823,0,162,0,61,0,184,129,0,9537,931,35990,259,4742,2,0,4,144,1132929,4,0,12051,3271,120252,0,0,1300,2452,51498,0,0,0,0,134515,559539,1349,2,104065,0,0,27,78,12,0,0,0,5,0,2,16881,36,5517139,1614403,142611,1035629,2091,0,99253,11549,6,64213,241248,105883,5677,0,56265,31792,273539,12151,87320,0,0,32059,0,22616,30,3,3,642079,1220,0,36,0,0,269,1459,0,3129,0,0,814,0,0,173772,4,857612,2,0,838765,26582,0,9657,4,33,6054,0,0,10464,10107,2728557,4,7,12,3,44003,810147,126135,4066,12,10205,870221,51552,0,146592,4446590,0,0,0,0,0,0,0,0,0,62064,42,945,5,2,64938,0,256,91,0,68165,12021,7115,5947,581066,1967906,293239,39,44,6175,14854,457823,65653,84485,147814,71387,0,0,0,6,43779,109640,10850,0,0,1472,741565,81723,156157,180,251804,30,4969,368597,0,711,199558,0,0,441636,999,108
1995,Central Asia,5890035,36084,58262,12248,0,160,0,0,0,0,0,0,31543,0,0,79,81198,0,0,0,0,125938,0,0,0,0,0,0,0,0,0,0,31,3637,0,0,0,0,0,62,0,0,0,0,0,0,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,33776,0,161,0,0,0,0,0,0,0,0,1895,0,0,0,0,303,0,0,0,0,0,12209,298406,0,0,12167,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,5937,78,0,0,0,0,0,0,0,83142,0,0,0,25806,0,2710,0,0,0,0,0,9521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,135,0,30,0,0,0,0,46,144,0,0,0,0,0,0,28932,0,0,0,33311,19041,0,718,4081444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,21536,0,0,0,0,0,0,0,0,28951,4277,0,0,0,534170,0,387,0,338,30,0,298180,0,0,278,0,0,0,31,0
1995,Kazakhstan,3245250,0,0,0,0,0,0,0,0,0,0,0,7156,0,0,0,35661,0,0,0,0,61663,0,0,0,0,0,0,0,0,0,0,0,3637,0,0,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,32525,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,3089,270390,0,0,12167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5276,0,588,0,0,0,0,0,3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22643,0,0,0,32244,10999,0,0,2253497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,0,0,0,0,0,0,0,0,27068,555,0,0,0,302168,0,0,0,0,0,0,150058,0,0,0,0,0,0,0,0
1995,Kyrgyzstan,510296,6086,5597,0,0,0,0,0,0,0,0,0,5997,0,0,0,11702,0,0,0,0,24823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,0,0,0,0,0,0,0,0,0,0,1307,0,0,0,0,303,0,0,0,0,0,8367,10548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31791,0,0,0,0,0,2122,0,0,0,0,0,5736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6242,0,0,0,1067,6653,0,718,284678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4893,0,0,0,0,0,0,0,0,928,2427,0,0,0,69408,0,0,0,0,0,0,16955,0,0,278,0,0,0,0,0
1995,Tajikistan,348347,217,259,12248,0,160,0,0,0,0,0,0,221,0,0,79,209,0,0,0,0,771,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,62,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,1473,78,0,0,0,0,0,0,0,951,0,0,0,15292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,135,0,30,0,0,0,0,46,144,0,0,0,0,0,0,47,0,0,0,0,1389,0,0,294449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,955,744,0,0,0,2520,0,387,0,338,30,0,12829,0,0,0,0,0,0,31,0
1995,Turkmenistan,273565,1850,1666,0,0,0,0,0,0,0,0,0,9767,0,0,0,10639,0,0,0,0,5390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4464,0,0,0,0,0,0,0,0,25289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6714,0,0,0,0,0,0,118338,0,0,0,0,0,0,0,0
1995,Uzbekistan,1512577,27931,50740,0,0,0,0,0,0,0,0,0,8402,0,0,0,22987,0,0,0,0,33291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25111,0,0,0,5238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8292,0,0,0,0,0,0,0,0,0,551,0,0,0,153360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Eastern Asia,4658475,64755,371745,0,0,0,0,0,0,0,0,2950,0,0,16755,393,0,0,0,11900,0,0,433,0,0,0,0,0,0,0,212802,0,0,1,0,0,0,1481,0,26179,0,0,0,0,0,0,2255811,16405,71239,0,0,0,0,0,0,0,0,0,0,6,56,0,577,0,0,0,0,645,0,0,0,0,0,0,0,0,463,6406,0,0,0,0,0,6346,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25599,141691,8764,0,1390,0,0,1762,0,24356,0,1191,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20942,0,0,0,0,0,0,0,0,1255,0,0,703,0,0,0,0,552,0,0,7936,1597,0,4333,0,0,1419,0,0,379,0,14739,0,0,0,0,42931,217557,589,3187,0,0,825986,0,0,0,8238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8963,0,4,0,0,0,190,0,1446,8271,0,0,0,0,860,1503,0,0,13,42432,0,0,0,0,0,0,120,0,0,0,0,0,0,32649,0,89639,0,6,1823,0,0,44921,0,0,0,0,0
1995,China,442198,17428,80708,0,0,0,0,0,0,0,0,0,0,0,3091,0,0,0,0,2376,0,0,0,0,0,0,0,0,0,0,32797,0,0,0,0,0,0,0,0,4985,0,0,0,0,0,0,0,2805,12470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5478,24962,0,0,0,0,0,0,0,4732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494,0,0,0,0,5956,40390,0,0,0,0,141332,0,0,0,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3470,0,0,0,0,0,0,0,0,0,8390,0,0,0,0,0,0,0,0,0,0,0,0,0,5649,0,18124,0,0,0,0,0,19149,0,0,0,0,0
1995,China Hong Kong SAR,2443798,29740,261185,0,0,0,0,0,0,0,0,0,0,0,6799,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11844,0,0,0,0,0,0,1772597,0,58769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641,0,0,0,0,0,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13464,100652,0,0,520,0,0,480,0,10608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6980,763,0,1681,0,0,0,0,0,0,0,5650,0,0,0,0,0,88179,0,82,0,0,3614,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7388,0,0,0,0,0,0,0,300,585,0,0,0,0,0,544,0,0,0,14353,0,0,0,0,0,0,0,0,0,0,0,0,0,13212,0,10698,0,0,0,0,0,8174,0,0,0,0,0
1995,China Macao SAR,224929,12336,3091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187448,13498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4250,0,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,North Korea,35143,633,2897,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,19590,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,904,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,207,1444,0,0,0,0,5201,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,661,0,0,0,0,0,699,0,0,0,0,0
1995,Japan,1381097,2983,19149,0,0,0,0,0,0,0,0,2950,0,0,6119,390,0,0,0,5003,0,0,433,0,0,0,0,0,0,0,178865,0,0,0,0,0,0,1461,0,7325,0,0,0,0,0,0,226056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,645,0,0,0,0,0,0,0,0,442,3824,0,0,0,0,0,4017,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5584,7052,8764,0,869,0,0,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5428,0,0,0,0,0,0,0,0,1255,0,0,0,0,0,0,0,0,0,0,0,834,0,2094,0,0,1269,0,0,379,0,4818,0,0,0,0,36768,75318,585,345,0,0,675535,0,0,0,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,0,0,0,0,0,1146,2832,0,0,0,0,860,955,0,0,0,16255,0,0,0,0,0,0,0,0,0,0,0,0,0,12657,0,43792,0,0,0,0,0,9224,0,0,0,0,0
1995,Mongolia,7424,210,561,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,1821,0,0,0,0,0,0,0,0,0,0,0,0,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,3,0,134,0,583,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,33,4,0,0,0,304,0,0,0,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,120,0,0,0,0,0,0,71,0,272,0,6,0,0,0,11,0,0,0,0,0
1995,South Korea,123886,1425,4154,0,0,0,0,0,0,0,0,0,0,0,631,0,0,0,0,4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1818,0,0,0,0,0,0,48299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,0,0,0,0,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,8121,0,0,0,0,0,0,0,8709,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,703,0,0,0,0,552,0,0,956,0,0,558,0,0,150,0,0,0,0,1674,0,0,0,0,0,7943,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,1258,0,0,0,0,0,0,0,0,0,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0,16092,0,0,1823,0,0,7664,0,0,0,0,0
1995,Southern Asia,15343019,133723,251214,3254048,0,0,0,0,0,0,0,0,573,0,2122,36,898,0,10425,4131399,0,0,0,0,0,0,117302,0,0,0,5387,0,23639,0,0,0,0,13190,0,4339,0,0,0,0,0,0,171335,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,21,0,0,0,0,39,0,0,0,0,0,0,0,1298,6,3793,0,0,0,0,0,4451,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,3045241,85988,5641,835070,0,0,5,996,0,10472,34,2052,5541,0,12373,0,59555,0,101,0,0,4,0,0,0,0,0,140202,1220,0,0,0,0,0,1455,0,0,0,0,0,0,0,0,0,304923,0,0,602996,11,0,34,0,0,1038,0,0,7036,41,1669367,0,0,0,0,0,247,0,323,0,34,95,0,0,0,2565,0,0,0,0,0,0,0,0,0,5934,0,0,2,0,16440,0,0,0,0,0,33,0,3,242526,0,0,0,0,76,152,8,36733,0,12090,0,0,0,0,0,0,544,237,0,0,1465,0,12516,21859,0,34756,0,0,1836,0,0,30946,0,0,0,920,0
1995,Afghanistan,71522,3669,12059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836,0,0,0,0,0,0,0,0
1995,Bangladesh,934735,88760,45496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10375,0,0,0,0,0,0,0,0,0,0,0,5387,0,0,0,0,0,0,13190,0,0,0,0,0,0,0,0,131427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18075,84052,0,0,0,0,0,0,0,9330,0,0,0,0,0,0,59555,0,0,0,0,0,0,0,0,0,0,126263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228109,0,0,11361,0,0,0,0,0,0,0,0,7022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11945,0,0,0,0,0,0,0,0,0,0,0,0,0,16056,0,30085,0,0,0,0,0,29184,0,0,0,0,0
1995,Bhutan,27972,1608,536,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24485,0,0,0,0,0,0,7,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,392,11,0,13,0,0,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,18,0,0,0,0,13,13,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,74,0,0,0,0,0,0,0,0,0,0,0
1995,India,6952238,21295,106464,12026,0,0,0,0,0,0,0,0,0,0,1964,0,0,0,0,4127135,0,0,0,0,0,0,9610,0,0,0,0,0,23639,0,0,0,0,0,0,4242,0,0,0,0,0,0,13430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298,0,3628,0,0,0,0,0,4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,2569,900,0,0,0,0,0,890,0,2052,5541,0,12149,0,0,0,0,0,0,0,0,0,0,0,0,13758,1027,0,0,0,0,0,1455,0,0,0,0,0,0,0,0,0,73795,0,0,591200,0,0,0,0,0,1038,0,0,0,0,1637255,0,0,0,0,0,0,0,323,0,0,0,0,0,0,2547,0,0,0,0,0,0,0,0,0,5767,0,0,0,0,7240,0,0,0,0,0,0,0,0,235785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,1465,0,12301,5508,0,4490,0,0,0,0,0,1762,0,0,0,920,0
1995,Iran,2937668,15180,45540,2029435,0,0,0,0,0,0,0,0,573,0,0,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Maldives,18510,130,554,0,0,0,0,0,0,0,0,0,0,0,43,36,0,0,0,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6418,0,0,0,0,0,0,352,0,76,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,92,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,6212,0,0,0,0,24,100,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,20,0,0,0,0,0,0,0,0,0,0,0
1995,Nepal,690225,1599,36715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,107664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Pakistan,3669308,905,2801,1212572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445179,502,3060,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Sri Lanka,40841,577,1049,15,0,0,0,0,0,0,0,0,0,0,100,0,0,0,50,85,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,6,78,0,0,0,0,0,83,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,35506,40,12,4,0,0,5,637,0,107,34,0,0,0,224,0,0,0,94,0,0,4,0,0,0,0,0,128,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,13,0,0,0,0,0,14,41,248,0,0,0,0,0,0,0,0,0,34,77,0,0,0,18,0,0,0,0,0,0,0,0,0,167,0,0,2,0,78,0,0,0,0,0,33,0,3,0,0,0,0,0,39,39,8,0,0,34,0,0,0,0,0,0,4,0,0,0,0,0,215,182,0,87,0,0,0,0,0,0,0,0,0,0,0
